,location,bhk,total_sqft,bath,price
611,BTM Layout,2,1020.0,2.0,46.5
612,BTM Layout,3,1600.0,3.0,112.0
613,BTM Layout,3,1300.0,2.0,75.0
614,BTM Layout,3,1540.0,2.0,78.0
615,BTM Layout,1,450.0,1.0,20.0
616,BTM Layout,2,1196.0,2.0,56.81
617,BTM Layout,3,1470.0,2.0,99.0
620,Babusapalaya,3,1611.0,2.0,66.0
622,Babusapalaya,3,1675.0,3.0,75.0
623,Babusapalaya,2,1141.0,2.0,46.0
624,Babusapalaya,2,1500.0,2.0,57.0
626,Babusapalaya,2,1050.0,2.0,45.0
627,Babusapalaya,2,1141.0,2.0,45.9
629,Babusapalaya,3,1230.0,3.0,53.0
630,Babusapalaya,2,1105.0,2.0,40.0
631,Babusapalaya,3,1410.0,2.0,65.0
632,Babusapalaya,2,1450.0,2.0,55.99
633,Babusapalaya,2,1100.0,2.0,38.0
635,Babusapalaya,2,1061.0,2.0,33.84
636,Babusapalaya,2,1061.0,2.0,38.95
637,Babusapalaya,2,1061.0,2.0,34.0
638,Babusapalaya,2,1245.0,2.0,58.0
639,Badavala Nagar,3,1494.0,2.0,94.55
640,Badavala Nagar,2,1274.0,2.0,81.0
641,Badavala Nagar,3,1842.0,3.0,115.0
642,Badavala Nagar,3,1494.0,2.0,94.55
643,Badavala Nagar,2,1274.0,2.0,81.0
644,Badavala Nagar,3,1494.0,2.0,94.55
645,Badavala Nagar,3,1842.0,3.0,115.0
646,Badavala Nagar,3,1842.0,3.0,115.0
647,Badavala Nagar,3,1842.0,3.0,115.0
648,Balagere,2,1210.0,2.0,80.9
649,Balagere,2,1210.0,2.0,72.0
650,Balagere,2,1205.0,2.0,78.5
651,Balagere,1,790.5,1.0,41.9
654,Balagere,2,1020.07,2.0,68.38
655,Balagere,2,1205.47,2.0,81.0
656,Balagere,2,1007.0,2.0,65.0
658,Balagere,2,1210.0,2.0,74.0
659,Balagere,2,1210.0,2.0,83.0
660,Balagere,1,675.0,1.0,45.0
661,Balagere,1,656.0,1.0,43.0
663,Balagere,2,1012.0,2.0,64.0
664,Balagere,2,1007.0,2.0,62.0
665,Balagere,2,1007.0,2.0,67.0
666,Balagere,2,1007.0,2.0,66.0
669,Balagere,1,645.0,1.0,34.18
672,Balagere,1,790.5,1.0,42.295
673,Balagere,2,1012.0,2.0,65.0
674,Balagere,1,656.0,1.0,38.77
675,Balagere,1,645.0,1.0,39.0
676,Balagere,1,645.0,1.0,41.0
677,Balagere,2,1210.0,2.0,82.0
678,Balagere,1,656.0,1.0,34.77
679,Balagere,2,1205.0,2.0,73.87
680,Balagere,2,1012.0,2.0,70.0
681,Balagere,2,1007.0,2.0,68.0
683,Balagere,2,1205.0,2.0,79.0
684,Balagere,2,1012.0,2.0,68.0
686,Banashankari,2,1077.0,2.0,37.64
687,Banashankari,3,1470.0,2.0,88.64
688,Banashankari,3,1300.0,2.0,75.0
689,Banashankari,3,1800.0,3.0,115.0
690,Banashankari,2,1125.0,2.0,63.0
692,Banashankari,2,1310.0,2.0,80.0
693,Banashankari,3,2600.0,4.0,135.0
694,Banashankari,3,1900.0,2.0,170.0
695,Banashankari,2,1260.0,2.0,75.0
696,Banashankari,2,1170.0,2.0,46.79
698,Banashankari,3,1350.0,2.0,83.0
700,Banashankari,2,1330.0,2.0,78.0
701,Banashankari,3,1400.0,2.0,78.0
702,Banashankari,3,1700.0,3.0,125.0
703,Banashankari,2,1020.0,2.0,40.79
704,Banashankari,2,1600.0,2.0,63.98
705,Banashankari,2,1041.0,2.0,36.44
706,Banashankari,1,2400.0,1.0,200.0
707,Banashankari,2,1390.0,2.0,86.0
708,Banashankari,2,1460.0,2.0,70.0
709,Banashankari,2,1200.0,2.0,60.0
710,Banashankari,2,1290.0,2.0,80.0
711,Banashankari,3,2582.0,5.0,250.0
712,Banashankari,2,1186.0,2.0,65.0
713,Banashankari,3,1650.0,3.0,101.0
715,Banashankari,2,1181.0,2.0,75.0
716,Banashankari,2,1105.0,2.0,90.0
717,Banashankari,1,720.0,1.0,60.0
718,Banashankari,2,1040.0,2.0,45.0
719,Banashankari,2,1330.0,2.0,77.0
720,Banashankari,2,1200.0,2.0,49.0
721,Banashankari,2,1185.0,2.0,67.0
722,Banashankari,2,1000.0,2.0,50.0
723,Banashankari,3,1650.0,3.0,90.75
724,Banashankari,3,1650.0,3.0,101.0
725,Banashankari,2,1310.0,2.0,80.43
726,Banashankari,2,600.0,1.0,27.0
727,Banashankari,2,1430.0,2.0,87.8
728,Banashankari,2,1020.0,2.0,42.83
730,Banashankari,3,1540.0,3.0,80.0
731,Banashankari,2,1195.0,2.0,35.84
732,Banashankari,3,1683.0,3.0,115.0
733,Banashankari,3,1800.0,3.0,125.0
734,Banashankari,2,1175.0,2.0,41.13
735,Banashankari,3,1750.0,2.0,89.0
736,Banashankari,3,1800.0,3.0,175.0
737,Banashankari,2,1450.0,2.0,50.75
738,Banashankari,3,1770.0,3.0,108.0
739,Banashankari,3,1800.0,3.0,125.0
742,Banashankari,3,1200.0,3.0,74.52
743,Banashankari,2,1100.0,2.0,63.0
744,Banashankari,2,1020.0,2.0,40.79
745,Banashankari,2,1260.0,2.0,75.0
747,Banashankari,3,1426.0,3.0,85.0
748,Banashankari Stage II,2,1700.0,2.0,150.0
749,Banashankari Stage II,4,1200.0,2.0,150.0
750,Banashankari Stage II,3,1500.0,2.0,120.0
751,Banashankari Stage II,5,2400.0,3.0,510.0
752,Banashankari Stage II,3,1240.0,2.0,59.52
753,Banashankari Stage II,2,1250.0,2.0,110.0
754,Banashankari Stage II,3,1260.0,2.0,95.0
755,Banashankari Stage II,3,2400.0,2.0,300.0
756,Banashankari Stage II,2,1400.0,2.0,100.0
757,Banashankari Stage II,5,2800.0,3.0,425.0
758,Banashankari Stage II,3,3000.0,3.0,450.0
759,Banashankari Stage II,3,1200.0,2.0,198.0
760,Banashankari Stage II,2,1245.0,2.0,125.0
761,Banashankari Stage III,3,1305.0,2.0,58.7
762,Banashankari Stage III,2,1145.0,2.0,58.4
763,Banashankari Stage III,3,1650.0,3.0,118.0
764,Banashankari Stage III,4,2400.0,4.0,240.0
765,Banashankari Stage III,3,1350.0,2.0,68.0
767,Banashankari Stage III,3,1305.0,2.0,59.0
768,Banashankari Stage III,3,1305.0,2.0,60.0
769,Banashankari Stage III,2,1200.0,2.0,42.0
770,Banashankari Stage III,3,1305.0,2.0,59.0
771,Banashankari Stage III,3,1480.0,3.0,75.48
772,Banashankari Stage III,3,1305.0,2.0,59.0
773,Banashankari Stage III,2,1304.0,2.0,111.0
774,Banashankari Stage III,6,3000.0,6.0,150.0
775,Banashankari Stage III,2,1085.0,2.0,50.0
776,Banashankari Stage III,3,1500.0,2.0,100.0
777,Banashankari Stage III,4,2100.0,3.0,147.0
778,Banashankari Stage III,3,1420.0,2.0,95.0
779,Banashankari Stage V,3,1300.0,2.0,58.5
780,Banashankari Stage V,3,1305.0,2.0,49.0
781,Banashankari Stage V,2,1035.0,2.0,35.77
782,Banashankari Stage V,3,1355.0,2.0,61.0
783,Banashankari Stage V,3,1510.0,3.0,47.57
784,Banashankari Stage V,3,1650.0,3.0,51.98
785,Banashankari Stage V,3,1630.0,3.0,51.35
786,Banashankari Stage V,3,1510.0,3.0,47.57
787,Banashankari Stage V,3,1315.0,2.0,49.0
788,Banashankari Stage V,3,1540.0,3.0,48.51
789,Banashankari Stage V,2,920.0,2.0,41.5
790,Banashankari Stage VI,2,1177.5,2.0,59.935
791,Banashankari Stage VI,4,4800.0,4.0,190.0
792,Banashankari Stage VI,4,2800.0,4.0,89.0
793,Banashankari Stage VI,4,2200.0,4.0,195.0
794,Banashankari Stage VI,2,1160.0,2.0,59.0
795,Banashankari Stage VI,2,1180.0,2.0,59.47
796,Banashankari Stage VI,3,1423.0,2.0,71.73
797,Banashankari Stage VI,3,1392.0,3.0,69.46
798,Banashankari Stage VI,3,1410.5,2.0,70.385
799,Banashankari Stage VI,4,4800.0,3.0,200.0
800,Banaswadi,2,1184.0,2.0,53.0
801,Banaswadi,2,1145.0,2.0,55.0
802,Banaswadi,2,1250.0,2.0,60.0
803,Banaswadi,2,1365.0,2.0,73.0
804,Banaswadi,5,1903.0,6.0,140.0
805,Banaswadi,2,1222.0,2.0,80.0
806,Banaswadi,2,870.0,2.0,38.0
807,Banaswadi,2,1200.0,2.0,60.0
809,Banaswadi,1,527.0,1.0,35.0
810,Banaswadi,2,1340.0,2.0,73.0
811,Banaswadi,2,1008.0,2.0,52.0
812,Banaswadi,2,1105.0,2.0,57.0
813,Banjara Layout,2,1200.0,2.0,70.0
814,Banjara Layout,2,1050.0,2.0,64.8
815,Banjara Layout,2,753.0,3.0,59.5
816,Banjara Layout,3,2500.0,4.0,140.0
817,Bannerghatta,4,3012.0,6.0,250.0
818,Bannerghatta,3,1665.0,3.0,110.0
819,Bannerghatta,3,2370.0,4.0,195.0
820,Bannerghatta,2,1100.0,2.0,66.0
821,Bannerghatta,4,2895.5,2.0,246.0
822,Bannerghatta,2,1113.0,2.0,70.0
823,Bannerghatta,2,1200.0,2.0,73.2
824,Bannerghatta,2,1070.0,2.0,87.0
825,Bannerghatta,3,1776.0,3.0,124.0
826,Bannerghatta,3,1776.0,3.0,150.0
827,Bannerghatta Road,1,500.0,1.0,18.5
828,Bannerghatta Road,2,1050.0,2.0,65.0
829,Bannerghatta Road,4,1200.0,2.0,125.0
830,Bannerghatta Road,3,1170.0,2.0,66.0
831,Bannerghatta Road,1,595.0,1.0,33.32
832,Bannerghatta Road,3,1445.0,3.0,95.0
833,Bannerghatta Road,3,1640.0,2.0,120.0
835,Bannerghatta Road,3,1460.0,2.0,90.0
837,Bannerghatta Road,2,1179.0,2.0,66.02
838,Bannerghatta Road,2,1122.5,2.0,58.935
839,Bannerghatta Road,2,793.0,2.0,45.0
841,Bannerghatta Road,2,1400.0,2.0,78.0
843,Bannerghatta Road,2,1215.0,2.0,50.0
844,Bannerghatta Road,3,1654.0,3.0,100.0
845,Bannerghatta Road,2,1181.0,2.0,55.0
847,Bannerghatta Road,2,1200.0,2.0,75.0
849,Bannerghatta Road,1,595.0,1.0,31.83
850,Bannerghatta Road,2,1105.0,2.0,51.0
851,Bannerghatta Road,2,1255.0,2.0,65.26
853,Bannerghatta Road,3,1550.0,3.0,82.0
855,Bannerghatta Road,3,1650.0,3.0,122.0
856,Bannerghatta Road,2,912.0,2.0,55.0
857,Bannerghatta Road,2,1218.0,2.0,73.0
859,Bannerghatta Road,2,1115.0,2.0,65.12
861,Bannerghatta Road,3,1893.0,3.0,100.0
862,Bannerghatta Road,3,1600.0,3.0,95.0
863,Bannerghatta Road,2,1275.0,2.0,65.0
864,Bannerghatta Road,2,892.0,2.0,39.0
866,Bannerghatta Road,2,1260.0,2.0,70.0
868,Bannerghatta Road,2,1157.0,2.0,40.0
869,Bannerghatta Road,2,1150.0,2.0,65.0
871,Bannerghatta Road,2,1100.0,2.0,39.0
873,Bannerghatta Road,3,1725.0,3.0,110.0
874,Bannerghatta Road,6,1850.0,6.0,150.0
876,Bannerghatta Road,2,950.0,2.0,38.0
877,Bannerghatta Road,2,1220.0,2.0,80.0
878,Bannerghatta Road,2,1130.0,2.0,78.0
880,Bannerghatta Road,3,1486.0,3.0,83.22
882,Bannerghatta Road,2,1015.0,2.0,48.0
883,Bannerghatta Road,2,1115.0,2.0,61.0
884,Bannerghatta Road,2,1136.0,2.0,48.0
885,Bannerghatta Road,4,2700.0,4.0,260.0
886,Bannerghatta Road,3,1200.0,2.0,69.0
887,Bannerghatta Road,3,1465.0,2.0,76.0
888,Bannerghatta Road,2,1302.5,2.0,67.73
889,Bannerghatta Road,2,1200.0,2.0,65.0
890,Bannerghatta Road,2,1240.0,2.0,65.0
891,Bannerghatta Road,3,1476.0,3.0,125.0
893,Bannerghatta Road,3,1532.5,3.0,84.29
895,Bannerghatta Road,2,1268.0,2.0,69.0
896,Bannerghatta Road,3,1450.0,2.0,87.0
897,Bannerghatta Road,4,2932.0,5.0,195.0
900,Bannerghatta Road,2,960.0,2.0,58.0
901,Bannerghatta Road,3,1750.0,3.0,130.0
902,Bannerghatta Road,2,1275.0,2.0,73.0
904,Bannerghatta Road,2,1240.0,2.0,71.0
906,Bannerghatta Road,2,1215.0,2.0,68.0
907,Bannerghatta Road,2,1215.0,2.0,68.0
908,Bannerghatta Road,3,1894.0,3.0,115.0
910,Bannerghatta Road,3,1693.0,3.0,89.0
911,Bannerghatta Road,2,1280.0,2.0,60.16
913,Bannerghatta Road,1,630.0,1.0,35.0
914,Bannerghatta Road,2,1215.0,2.0,68.0
915,Bannerghatta Road,3,1365.0,3.0,76.18
916,Bannerghatta Road,2,1115.0,2.0,78.0
917,Bannerghatta Road,3,1532.5,3.0,79.465
919,Bannerghatta Road,3,1655.0,3.0,90.0
920,Bannerghatta Road,2,1247.0,2.0,47.39
921,Bannerghatta Road,2,1237.5,2.0,49.49
922,Bannerghatta Road,3,1650.0,3.0,94.0
923,Bannerghatta Road,2,905.0,2.0,65.0
924,Bannerghatta Road,2,1000.0,2.0,50.0
925,Bannerghatta Road,4,2185.0,3.0,120.0
926,Bannerghatta Road,2,1012.0,2.0,45.0
928,Bannerghatta Road,3,1460.0,2.0,80.0
929,Bannerghatta Road,2,1340.0,2.0,85.0
930,Bannerghatta Road,3,1711.0,3.0,125.0
931,Bannerghatta Road,3,1520.0,2.0,81.0
932,Bannerghatta Road,3,2826.0,3.0,148.0
933,Bannerghatta Road,2,1115.0,2.0,61.0
934,Bannerghatta Road,2,1154.0,2.0,47.0
935,Bannerghatta Road,2,1000.0,2.0,44.5
936,Bannerghatta Road,2,1250.0,2.0,48.0
937,Bannerghatta Road,3,1640.0,3.0,105.0
939,Bannerghatta Road,2,1012.0,2.0,44.0
940,Bannerghatta Road,3,1527.0,3.0,115.0
943,Bannerghatta Road,3,1550.0,3.0,96.0
944,Bannerghatta Road,2,1200.0,2.0,78.0
945,Bannerghatta Road,3,1885.0,3.0,125.0
947,Bannerghatta Road,3,1450.0,2.0,78.0
948,Bannerghatta Road,1,700.0,1.0,31.2
951,Bannerghatta Road,2,905.0,2.0,58.0
953,Bannerghatta Road,3,1920.0,3.0,122.0
954,Bannerghatta Road,4,2400.0,4.0,180.0
956,Bannerghatta Road,2,1270.0,2.0,45.0
957,Bannerghatta Road,3,1520.0,2.0,80.0
958,Bannerghatta Road,3,1270.0,2.0,73.0
959,Bannerghatta Road,3,1846.0,3.0,120.0
961,Bannerghatta Road,2,1122.5,2.0,61.74
962,Bannerghatta Road,3,1655.0,3.0,95.0
963,Bannerghatta Road,2,1206.0,2.0,53.0
964,Bannerghatta Road,2,1150.0,2.0,55.0
965,Bannerghatta Road,2,1215.0,2.0,65.0
966,Bannerghatta Road,3,1510.0,2.0,110.0
967,Bannerghatta Road,2,1022.0,2.0,35.0
968,Bannerghatta Road,2,1246.0,2.0,47.35
969,Bannerghatta Road,3,1470.0,2.0,85.0
970,Bannerghatta Road,2,1160.0,2.0,45.0
971,Bannerghatta Road,2,970.0,2.0,57.0
972,Bannerghatta Road,3,1527.0,3.0,142.0
975,Basavangudi,2,1036.0,2.0,105.0
976,Basavangudi,4,2600.0,4.0,260.0
977,Basavangudi,3,1600.0,2.0,160.0
978,Basavangudi,2,1560.0,2.0,145.0
980,Basavangudi,3,1800.0,3.0,195.0
981,Basavangudi,2,1100.0,2.0,93.0
983,Basavangudi,2,1050.0,2.0,103.0
986,Basavangudi,2,1180.0,2.0,124.0
988,Basavangudi,2,1200.0,2.0,120.0
990,Basavangudi,4,2453.0,3.0,250.0
991,Basaveshwara Nagar,5,4500.0,5.0,415.0
992,Basaveshwara Nagar,3,1865.0,3.0,145.0
993,Basaveshwara Nagar,2,1200.0,2.0,90.0
994,Basaveshwara Nagar,5,2400.0,4.0,310.0
995,Basaveshwara Nagar,2,1200.0,2.0,80.0
996,Basaveshwara Nagar,2,900.0,2.0,60.0
997,Basaveshwara Nagar,3,1900.0,3.0,150.0
998,Basaveshwara Nagar,2,1200.0,2.0,85.0
999,Basaveshwara Nagar,2,1200.0,2.0,70.0
1000,Battarahalli,2,1200.0,2.0,65.0
1001,Battarahalli,3,1779.0,3.0,89.61
1002,Battarahalli,2,1300.0,2.0,50.0
1003,Battarahalli,3,1945.0,3.0,97.42
1004,Battarahalli,3,1777.0,3.0,100.0
1005,Battarahalli,2,1135.0,2.0,43.0
1006,Battarahalli,2,1276.0,2.0,45.0
1007,Battarahalli,3,1880.0,3.0,94.36
1008,Battarahalli,2,1071.0,2.0,62.0
1009,Battarahalli,2,1165.0,2.0,43.0
1010,Battarahalli,2,1636.0,2.0,82.89
1011,Battarahalli,3,1779.0,3.0,90.0
1013,Battarahalli,2,1090.0,2.0,38.37
1014,Battarahalli,3,2082.0,3.0,104.0
1015,Battarahalli,3,2024.0,3.0,103.0
1016,Battarahalli,2,1097.0,2.0,49.0
1018,Begur,3,1419.0,2.0,59.0
1019,Begur,3,1580.0,3.0,75.0
1020,Begur,3,1559.0,3.0,63.0
1021,Begur,3,1445.0,2.0,47.1
1022,Begur,3,1475.0,2.0,74.0
1023,Begur,3,3500.0,4.0,185.0
1024,Begur,2,1100.0,2.0,55.0
1025,Begur,2,1306.0,2.0,65.0
1026,Begur,3,1304.0,3.0,65.0
1027,Begur,3,1411.0,2.0,60.0
1028,Begur,2,815.0,2.0,40.0
1029,Begur,3,1443.0,2.0,70.0
1030,Begur Road,2,1200.0,2.0,44.0
1031,Begur Road,2,1200.0,2.0,46.8
1032,Begur Road,2,1160.0,2.0,44.0
1033,Begur Road,3,1584.0,3.0,65.0
1035,Begur Road,3,1615.0,3.0,59.76
1036,Begur Road,2,1200.0,2.0,43.2
1037,Begur Road,2,1160.0,2.0,44.08
1038,Begur Road,2,1200.0,2.0,45.0
1039,Begur Road,3,1615.0,3.0,60.0
1040,Begur Road,3,1410.0,2.0,53.0
1041,Begur Road,2,1200.0,2.0,37.8
1042,Begur Road,2,1160.0,2.0,40.59
1043,Begur Road,2,1260.0,2.0,46.62
1044,Begur Road,3,1600.0,3.0,58.14
1046,Begur Road,3,1500.0,2.0,70.0
1047,Begur Road,2,1160.0,2.0,42.0
1048,Begur Road,2,1240.0,2.0,39.06
1049,Begur Road,2,1200.0,2.0,45.0
1050,Begur Road,3,1500.0,2.0,55.0
1051,Begur Road,3,1410.0,2.0,52.17
1053,Begur Road,3,1583.0,3.0,74.4
1054,Begur Road,2,1170.0,2.0,46.0
1055,Begur Road,2,1160.0,2.0,42.92
1056,Begur Road,3,1410.0,2.0,52.17
1058,Begur Road,3,1565.0,2.0,59.76
1059,Begur Road,2,1160.0,2.0,42.0
1061,Begur Road,3,1410.0,2.0,53.58
1062,Begur Road,2,1200.0,2.0,45.0
1063,Begur Road,2,1200.0,2.0,42.6
1064,Begur Road,2,1160.0,2.0,42.0
1065,Begur Road,2,1334.0,2.0,42.69
1066,Begur Road,3,1565.0,2.0,57.91
1067,Begur Road,2,1200.0,2.0,45.6
1068,Begur Road,2,1215.0,2.0,43.13
1069,Begur Road,2,1160.0,2.0,36.54
1071,Begur Road,2,1200.0,2.0,44.4
1073,Begur Road,2,1260.0,2.0,39.69
1074,Begur Road,4,2464.5,6.0,118.0
1075,Begur Road,2,1160.0,2.0,44.0
1077,Begur Road,2,952.0,2.0,42.0
1080,Begur Road,2,1200.0,2.0,42.0
1081,Begur Road,2,1240.0,2.0,45.88
1082,Begur Road,3,1200.0,3.0,50.0
1084,Begur Road,2,1200.0,2.0,44.0
1086,Begur Road,2,1100.0,2.0,42.6
1087,Begur Road,3,1565.0,2.0,57.91
1088,Begur Road,2,1200.0,2.0,44.4
1089,Begur Road,2,1160.0,2.0,36.54
1090,Begur Road,2,1215.0,2.0,43.75
1091,Begur Road,2,1200.0,2.0,44.73
1092,Begur Road,2,1160.0,2.0,42.0
1093,Begur Road,3,1410.0,2.0,54.99
1094,Bellandur,3,1767.0,3.0,103.0
1095,Bellandur,2,1205.0,2.0,66.0
1096,Bellandur,2,1250.0,2.0,76.0
1097,Bellandur,2,1000.0,2.0,50.0
1098,Bellandur,2,1281.0,2.0,74.0
1099,Bellandur,2,921.0,2.0,40.0
1101,Bellandur,3,1490.0,2.0,98.0
1103,Bellandur,3,2039.0,3.0,168.0
1104,Bellandur,3,1605.0,3.0,85.0
1105,Bellandur,3,1692.0,3.0,88.0
1106,Bellandur,2,1220.0,2.0,60.0
1107,Bellandur,2,1299.0,2.0,82.0
1108,Bellandur,2,900.0,2.0,56.0
1109,Bellandur,2,1350.0,2.0,79.0
1110,Bellandur,2,1286.0,2.0,57.0
1111,Bellandur,4,3016.0,4.0,230.0
1112,Bellandur,2,1457.0,2.0,85.0
1113,Bellandur,2,1195.0,2.0,51.0
1114,Bellandur,2,1050.0,2.0,72.0
1115,Bellandur,4,3600.0,4.0,260.0
1116,Bellandur,2,1310.0,2.0,72.0
1117,Bellandur,2,924.0,2.0,35.11
1118,Bellandur,3,1785.0,3.0,118.0
1119,Bellandur,2,1051.0,2.0,60.0
1121,Bellandur,2,1060.0,2.0,65.0
1122,Bellandur,2,1100.0,2.0,62.0
1123,Bellandur,2,1550.0,2.0,59.0
1124,Bellandur,2,924.0,2.0,35.11
1126,Bellandur,3,1685.0,3.0,100.0
1127,Bellandur,2,982.0,2.0,55.0
1128,Bellandur,2,981.0,2.0,37.28
1129,Bellandur,2,1205.0,2.0,59.0
1130,Bellandur,2,1063.0,2.0,58.0
1131,Bellandur,2,1201.0,2.0,59.99
1132,Bellandur,2,1325.0,2.0,65.0
1133,Bellandur,2,1281.0,2.0,87.0
1135,Bellandur,2,1200.0,2.0,52.0
1136,Bellandur,3,1785.0,3.0,120.0
1137,Bellandur,2,1088.0,2.0,48.0
1138,Bellandur,2,1310.0,2.0,85.0
1139,Bellandur,2,982.0,2.0,37.28
1140,Bellandur,2,1465.0,3.0,90.0
1141,Bellandur,3,1767.0,3.0,109.0
1142,Bellandur,2,924.0,2.0,35.11
1143,Bellandur,4,3600.0,4.0,245.0
1144,Bellandur,2,1170.0,2.0,46.79
1145,Bellandur,2,1150.0,2.0,69.44
1146,Bellandur,2,1200.0,2.0,45.0
1148,Bellandur,2,1410.0,3.0,92.0
1149,Bellandur,2,950.0,2.0,35.0
1150,Bellandur,2,1015.0,2.0,60.0
1152,Bellandur,3,1685.0,3.0,101.0
1153,Bellandur,3,1735.0,3.0,105.0
1154,Bellandur,3,1685.0,3.0,115.0
1155,Bellandur,3,1846.0,3.0,135.0
1156,Bellandur,2,1049.0,2.0,51.0
1158,Bellandur,2,1211.0,2.0,63.0
1159,Bellandur,3,1717.0,3.0,110.0
1161,Bellandur,2,1185.0,2.0,47.39
1162,Bellandur,2,1200.0,2.0,62.0
1166,Bellandur,2,1251.0,2.0,47.0
1168,Bellandur,2,960.0,2.0,48.0
1169,Bellandur,3,1690.0,2.0,116.0
1170,Bellandur,1,950.0,1.0,40.0
1171,Bellandur,2,850.0,2.0,45.0
1172,Bellandur,2,1454.0,2.0,90.0
1174,Bellandur,2,1195.0,2.0,52.0
1175,Bellandur,3,1435.0,2.0,115.0
1177,Bellandur,2,1260.0,2.0,83.5
1178,Bellandur,3,1535.0,3.0,90.0
1179,Bellandur,2,1047.0,2.0,75.0
1180,Bellandur,2,1096.0,2.0,40.0
1181,Bellandur,2,1262.0,2.0,47.0
1182,Benson Town,3,3200.0,4.0,350.0
1183,Benson Town,4,4460.0,5.0,650.0
1184,Benson Town,3,2850.0,4.0,470.0
1185,Benson Town,2,1300.0,2.0,120.0
1186,Benson Town,2,1567.0,3.0,140.0
1187,Benson Town,4,3633.0,6.0,550.0
1188,Benson Town,2,1688.12,2.0,270.0
1189,Benson Town,3,1805.0,3.0,280.0
1190,Benson Town,2,1688.0,2.0,280.0
1191,Bharathi Nagar,2,1322.0,2.0,68.0
1192,Bharathi Nagar,2,1351.0,2.0,70.0
1193,Bharathi Nagar,2,1384.0,2.0,59.0
1194,Bharathi Nagar,2,1351.0,2.0,74.0
1195,Bharathi Nagar,2,1432.0,2.0,68.0
1197,Bharathi Nagar,2,1349.0,2.0,56.7
1198,Bharathi Nagar,2,1328.0,2.0,69.0
1199,Bharathi Nagar,2,1300.0,2.0,55.86
1200,Bhoganhalli,3,1670.0,3.0,99.0
1203,Bhoganhalli,2,1444.0,2.0,75.97
1204,Bhoganhalli,2,1447.0,2.0,75.97
1205,Bhoganhalli,3,1700.0,3.0,126.0
1206,Bhoganhalli,2,1447.0,2.0,75.97
1211,Bhoganhalli,3,1760.0,3.0,127.0
1213,Bhoganhalli,2,1447.0,2.0,75.97
1214,Bhoganhalli,3,1949.0,3.0,129.0
1215,Bhoganhalli,3,1760.0,3.0,128.0
1216,Bhoganhalli,2,1447.0,2.0,75.97
1217,Bhoganhalli,4,2439.0,4.0,185.0
1221,Bhoganhalli,2,1444.0,2.0,75.97
1222,Bhoganhalli,2,1205.0,2.0,64.47
1223,Bhoganhalli,2,1447.0,2.0,75.97
1224,Bhoganhalli,4,2439.0,5.0,170.0
1226,Bhoganhalli,2,1205.0,2.0,68.32
1227,Bhoganhalli,2,1260.0,2.0,69.9
1228,Bhoganhalli,4,2439.0,4.0,170.0
1229,Bhoganhalli,3,1707.0,3.0,115.0
1231,Bhoganhalli,2,970.0,2.0,52.5
1233,Bhoganhalli,2,1277.0,2.0,79.89
1235,Bhoganhalli,3,1703.0,3.0,120.0
1237,Billekahalli,2,1125.0,2.0,62.0
1239,Billekahalli,2,1090.0,2.0,52.0
1240,Billekahalli,2,1112.0,2.0,62.0
1241,Billekahalli,3,2400.0,3.0,150.0
1242,Billekahalli,3,2968.0,3.0,225.0
1243,Billekahalli,2,950.0,2.0,58.11
1244,Billekahalli,2,1360.0,2.0,110.0
1245,Billekahalli,2,1125.0,2.0,65.0
1246,Billekahalli,2,950.0,2.0,56.0
1248,Billekahalli,3,1805.0,3.0,134.0
1249,Binny Pete,3,1755.0,3.0,122.0
1250,Binny Pete,1,665.0,1.0,50.75
1251,Binny Pete,3,2465.0,5.0,234.0
1253,Binny Pete,2,1245.0,2.0,86.28
1254,Binny Pete,1,660.0,1.0,54.0
1255,Binny Pete,1,665.0,1.0,46.08
1256,Binny Pete,1,660.0,1.0,62.0
1257,Binny Pete,2,1365.0,2.0,122.0
1258,Binny Pete,4,2940.0,6.0,280.0
1259,Binny Pete,3,1795.0,3.0,139.0
1260,Binny Pete,3,1740.0,3.0,150.0
1261,Binny Pete,3,1970.0,3.0,164.0
1262,Binny Pete,3,1516.0,3.0,147.0
1263,Bisuvanahalli,3,1180.0,3.0,48.0
1265,Bisuvanahalli,3,1075.0,2.0,46.0
1268,Bisuvanahalli,3,1075.0,2.0,45.0
1270,Bisuvanahalli,2,845.0,2.0,33.0
1271,Bisuvanahalli,3,1075.0,2.0,45.0
1272,Bisuvanahalli,2,845.0,2.0,37.0
1275,Bisuvanahalli,2,845.0,2.0,29.0
1276,Bisuvanahalli,3,1075.0,2.0,47.0
1277,Bisuvanahalli,2,850.0,1.0,32.0
1278,Bisuvanahalli,3,1075.0,2.0,50.0
1279,Bisuvanahalli,3,1075.0,2.0,52.0
1280,Bisuvanahalli,3,1180.0,2.0,46.0
1281,Bisuvanahalli,3,1075.0,2.0,42.0
1282,Bisuvanahalli,2,845.0,2.0,37.0
1283,Bisuvanahalli,3,1075.0,2.0,43.0
1284,Bisuvanahalli,2,700.0,1.0,32.0
1285,Bisuvanahalli,3,1075.0,2.0,52.0
1286,Bisuvanahalli,3,1075.0,2.0,50.0
1288,Bisuvanahalli,2,845.0,2.0,33.0
1289,Bisuvanahalli,2,945.0,2.0,33.0
1290,Bisuvanahalli,2,845.0,2.0,30.0
1293,Bisuvanahalli,3,1075.0,2.0,43.0
